1101;
15;Marble Arch Inn;1;56;Cruz;23-Dec-15;7;Small;07-Oct-15;2;Odom;30-Jul-15;8;Underwood;26-Jul-15;6;Walker;08-Jul-15;6;Brewer;01-Jul-16;6;Pitts;06-Jun-15;6;Maddox;13-Feb-17;7;Aguilar;15-Nov-15;9;Reese;14-Jan-16;4;Haley;20-Oct-15;2;Benson;16-Dec-15;8;Cantu;21-Jun-16;9;Castaneda;08-Aug-15;3;Floyd;07-Feb-17;5;Dillon;15-May-15;8
16;Vito's;3;19;Morton;12-Dec-15;2;Heath;21-May-16;3;Heath;31-May-15;9;Benjamin;23-Feb-17;5;Bray;27-Jul-15;9;Moore;26-Sep-16;8;Rivera;12-Sep-15;5;Warner;21-Dec-15;9;Mathews;01-May-15;4;Cook;14-Apr-16;4;Alvarez;05-Nov-15;5;Barrera;29-Feb-16;10;Riddle;16-Jun-15;5;Howard;14-Mar-17;8;Freeman;23-Jun-15;10;Mathews;02-May-15;9
17;80 Rennets Wood Road;3;28;Herring;17-Apr-16;7;Richmond;27-Apr-15;7;Fields;10-Sep-15;4;Nolan;10-Feb-17;10;Kirkland;18-Aug-16;1;Hayden;18-Mar-17;9;Strickland;25-Aug-16;9;Cervantes;23-Dec-15;3;Cantu;22-May-15;5;Hunter;19-Aug-16;6;Pennington;06-Aug-16;6;Franklin;17-Aug-15;5;Willis;03-Jan-17;2;Beck;23-May-15;2;Flynn;02-Feb-16;6;Moon;23-Dec-15;3
18;Ibis Hotel;2;31;Lewis;06-Mar-17;10;Contreras;17-Mar-17;8;Slater;04-Oct-15;9;Huffman;10-Oct-16;7;Mcintyre;29-Sep-16;8;Ellis;22-Jun-16;2;Contreras;21-Dec-16;5;Farrell;19-Jun-16;9;Delaney;02-Feb-16;2;Clayton;08-Apr-15;5;Ware;16-Oct-16;8;Bean;08-Sep-16;7;Pennington;09-Apr-16;5;Fuentes;01-Jul-16;6;Robinson;23-Apr-16;2;Floyd;23-May-16;7
19;The Rockwell;5;57;Mooney;20-Apr-16;2;Mullins;28-Apr-15;7;Peters;07-May-16;4;Rojas;05-Jan-17;3;Price;25-Apr-15;8;Robertson;08-Sep-15;1;Nielsen;22-Nov-15;6;Herman;11-May-16;8;Baker;04-Sep-15;2;Gill;13-Apr-16;10;Lawrence;20-Jul-16;10;Castaneda;09-Aug-16;5;Schroeder;13-Jul-16;5;Pate;12-Jan-17;6;Sampson;30-Jan-17;2;Hardin;23-Sep-16;7
20;myhotel;4;33;Orr;19-Nov-15;4;Ball;12-Feb-16;7;Manning;23-May-16;5;Calderon;04-Jun-16;3;Hayes;24-Oct-16;6;Rogers;10-Sep-16;1;Marquez;25-Jan-16;1;Serrano;20-May-16;9;Haley;24-Feb-17;5;Hoover;22-Nov-16;7;Bullock;15-Jul-16;6;Perkins;08-Jul-15;9;Maynard;24-Feb-17;9;Solomon;22-Aug-16;8;Kaufman;14-Feb-16;2;Hayes;28-Aug-16;5
21;Cheapside;4;57;Odom;17-Jun-15;7;Turner;23-Oct-15;10;Burt;08-Nov-16;5;Stone;17-Jun-16;8;Nicholson;19-Jun-16;10;Vasquez;11-May-15;10;Charles;22-Oct-16;3;Buchanan;24-Sep-16;9;Logan;01-Jan-17;1;Rhodes;25-Sep-16;3;Hahn;04-Oct-15;2;Rowe;23-Jan-16;1;Mccall;07-Oct-15;3;Byers;26-Apr-16;8;Frank;28-Nov-15;10;Kinney;12-Oct-15;5
22;Chapel Market;4;86;Bartlett;21-Sep-16;2;Delaney;28-Feb-17;3;Harrison;26-Jun-15;8;Bowen;28-Jun-16;1;Snyder;02-Apr-17;3;Spears;15-Dec-15;9;Hood;27-Jul-15;8;Baldwin;07-Jan-17;1;Guy;30-Oct-16;2;Alexander;20-Apr-15;4;Benton;10-Jul-16;10;Aguilar;01-May-15;9;Pollard;19-Dec-15;1;Barrett;31-May-16;9;Hopkins;30-Jul-15;5;Benton;29-Oct-15;10
23;Novotel;3;56;Rivers;21-Jan-17;8;Simpson;15-May-15;4;Randall;06-Dec-16;8;Foley;15-May-15;1;Marsh;30-Jan-16;4;Schmidt;20-Jan-17;7;Conrad;05-Apr-17;10;Albert;01-Nov-16;9;Blankenship;03-Mar-17;5;Chavez;31-Oct-15;5;Pierce;16-Aug-15;6;Kelley;21-Sep-16;6;Grimes;17-Aug-15;6;Ballard;27-Jun-16;8;Ortiz;04-Sep-16;3;Scott;22-Jun-15;9
24;Ibis Hotel;3;40;Ford;17-Feb-16;6;Montoya;28-Oct-16;7;Bullock;03-Feb-17;1;Shelton;11-Oct-15;3;Schwartz;16-Oct-16;4;Gray;26-Oct-15;7;Chapman;01-May-16;2;Maldonado;16-Jun-16;4;Bowman;22-Sep-16;7;Mccullough;15-Nov-16;1;William;25-Jun-15;6;Vinson;04-Apr-17;8;Lewis;14-Feb-16;1;Ewing;20-Jul-15;8;Harding;30-Mar-17;10;Santos;09-Sep-16;4
25;Holiday Inn;5;78;Joyce;19-May-16;10;Ramos;20-Dec-16;3;Gregory;02-Oct-16;4;Fuller;22-Jan-16;4;Velazquez;08-Sep-15;4;Martinez;01-Oct-16;3;Hopkins;22-Apr-16;1;English;16-Jun-15;8;Joyce;13-Oct-15;7;Fuller;01-Aug-16;10;Rodgers;06-Aug-15;4;Hooper;05-Oct-16;3;Buck;31-Jul-15;3;Craig;18-Feb-17;6;Bradley;21-Sep-15;7;Holmes;21-Nov-16;5
26;Aurora Hotel;5;49;Rhodes;05-Apr-16;10;Jensen;25-Apr-15;10;Bush;16-Aug-15;3;Richards;16-Jun-15;9;Lowery;12-Aug-15;10;Mccarthy;20-Jul-16;3;Page;18-May-15;1;Dudley;04-Jul-15;6;Carpenter;25-May-16;4;Michael;16-Sep-16;8;Wyatt;14-May-16;6;Rice;09-Apr-15;2;Mann;22-Apr-16;5;Rowland;05-Aug-15;3;Bonner;31-Jan-17;10;Cooley;19-Jun-16;2
27;The Lansdowne Club;1;52;Pittman;05-Nov-15;5;Yates;05-Feb-16;7;Garrison;25-Mar-17;5;Huff;19-Jul-16;9;Battle;28-Mar-17;5;Burris;12-Jan-17;8;Raymond;14-Apr-15;8;Stuart;03-Jul-16;9;Shepherd;27-Oct-16;4;Burt;01-Dec-15;9;Riggs;11-Oct-16;8;Mcpherson;06-Aug-15;9;Cline;07-Jun-15;7;Ochoa;01-Nov-16;6;Hood;30-Apr-15;4;Mcclain;21-Jan-16;7
28;The Petersham Hotel & Restaurant;5;19;Joseph;08-Apr-15;7;English;04-Sep-15;8;Forbes;07-Jul-15;2;Beasley;09-Jul-15;5;Gillespie;06-Feb-16;8;Nolan;20-Aug-15;7;Singleton;22-Apr-15;7;Fernandez;28-Jun-15;5;Trujillo;04-Nov-16;9;Cruz;19-Feb-17;2;Roberts;11-Jun-15;6;Ferrell;21-Jun-15;1;Chen;07-Oct-15;10;Sexton;16-May-15;7;Mccarthy;29-May-16;5;Wyatt;16-Jan-17;1
29;BSL Depot (Gatwick express);1;97;Yang;06-Apr-16;6;Gamble;23-Sep-16;8;Talley;04-Mar-17;5;Parrish;02-Feb-17;3;Wolf;23-Dec-15;5;Burt;17-Apr-15;10;Cox;19-Jul-15;3;Bryan;11-Jan-16;1;Reid;15-Sep-16;7;Wolf;27-Nov-16;9;Doyle;31-May-15;5;Hale;20-Mar-16;8;Oliver;01-Apr-17;4;Daugherty;05-Mar-16;10;Berg;23-Aug-16;8;Melton;19-Nov-15;3
30;De Vere Venues;3;12;Golden;09-May-16;9;Merrill;05-Aug-16;3;Sellers;16-Feb-17;6;Hammond;13-Apr-15;1;Sheppard;04-Feb-17;6;Whitley;23-Feb-17;6;Velazquez;15-Dec-16;4;Payne;02-Dec-15;4;English;26-Dec-16;9;Strong;13-Jul-16;9;Albert;10-Dec-15;2;Mullen;01-Aug-16;3;Carr;19-Nov-16;10;Garrett;08-Jun-15;4;Davidson;18-Apr-15;10;Conley;12-May-16;9
31;Travelodge;4;71;Wright;02-Jan-16;9;Mcconnell;22-Jun-15;8;Mcclain;20-Jul-15;9;Fox;14-Sep-15;5;Ramsey;28-Feb-16;4;Chandler;06-Jan-16;2;Shaw;08-Feb-17;9;Booth;18-Apr-16;4;Alexander;05-Feb-17;6;Bates;04-Aug-16;7;Potter;06-Mar-16;7;Brennan;16-Oct-16;2;Rice;03-Mar-17;8;Woodard;26-Sep-15;10;Michael;24-May-15;2;West;02-Oct-15;9
32;Abbey Road Crossing;1;43;Harvey;24-Feb-17;9;Rhodes;21-Feb-17;4;Wise;06-Jan-16;7;Moses;19-Mar-17;6;Acosta;09-Nov-16;1;Mills;22-Feb-16;10;West;30-Oct-15;6;Hayden;09-Oct-15;5;Durham;11-Sep-16;3;Gamble;15-May-16;7;Graham;04-Feb-17;4;Hebert;12-Feb-16;2;Barnett;13-Apr-15;3;Lewis;17-Jul-16;6;Munoz;02-Mar-16;1;Norton;26-May-15;4
33;Novotel;5;13;Black;15-Feb-16;10;King;01-Jun-16;7;Woodward;11-Jun-15;9;Sexton;18-Sep-16;7;Dennis;17-Aug-16;5;Marquez;21-Oct-16;8;Buckner;11-Mar-17;7;Wise;16-Jan-17;5;Acosta;03-Jul-16;3;Hickman;17-Jul-16;7;Day;28-Mar-17;8;Ochoa;03-Jun-15;6;Mcconnell;04-Jun-15;10;Conner;30-Aug-16;9;Odonnell;16-Aug-16;8;Mccarty;27-Jan-17;1
34;bethehurricane HQ;1;66;Mcintosh;23-Aug-16;7;Dixon;22-Jun-15;6;Mccall;14-Sep-16;2;Craft;27-Aug-15;10;Daniel;17-Feb-17;9;Keller;25-Apr-15;8;Lawrence;22-Feb-17;9;Joyce;21-Oct-16;4;Sparks;01-May-16;10;Schneider;26-Feb-17;7;Hodge;01-Mar-16;4;Ruiz;08-Nov-15;8;Harper;03-May-15;6;Wolfe;24-Jun-15;1;Nieves;10-Nov-15;4;Castro;23-Nov-16;1
35;West One Shopping Centre;5;68;Patterson;16-Dec-16;6;Valenzuela;17-Apr-16;9;Beach;10-Dec-16;3;Hatfield;03-Dec-15;1;Wolfe;06-Oct-16;1;Mcmillan;10-Nov-15;3;Lynn;10-Dec-16;10;Nichols;23-Dec-16;3;Joseph;30-Nov-15;10;Pugh;24-Feb-16;10;Guthrie;28-Oct-16;6;Wagner;24-Apr-16;3;Mcneil;31-Aug-16;4;Gaines;07-Dec-16;8;Salas;29-Nov-15;7;Burns;09-Jul-16;6
36;Centrale Shopping Centre;5;80;Mccall;09-Jan-17;8;Tate;26-Jan-17;7;Norris;15-Nov-15;10;Guy;28-Dec-16;1;Middleton;10-Feb-16;5;Preston;20-Dec-15;8;Wallace;13-Jul-16;2;Silva;23-Jul-16;10;Sloan;18-Nov-15;1;Gutierrez;01-Oct-15;1;Bolton;10-May-15;1;Key;02-Apr-17;1;Marsh;29-Jan-16;5;Oneil;19-Nov-15;7;Berger;02-Apr-17;1;Rose;25-Apr-16;1
37;Danubius Hotel;5;96;Cobb;15-Jun-15;1;Potts;22-May-15;6;Hyde;30-Oct-15;1;Allen;04-Apr-17;8;Murphy;09-Sep-16;9;Raymond;06-Apr-17;10;Lloyd;10-Feb-17;3;Gutierrez;03-Jan-16;4;Warren;20-Feb-16;6;Hood;23-May-15;10;Mcgowan;20-Jun-15;5;Conway;03-Nov-15;8;Baird;18-Aug-16;10;Tanner;22-Oct-15;5;Velasquez;05-Feb-17;9;Robinson;22-Nov-15;10
38;Travelodge;3;74;Cherry;25-Aug-15;9;Frank;27-Jun-15;5;Cantrell;31-May-16;4;Snow;08-May-16;6;Cochran;02-Jul-15;6;Hammond;30-May-16;9;Cortez;29-Oct-15;3;Adkins;10-Jan-17;6;Gay;29-Jun-16;4;Curry;30-Jul-16;8;Carrillo;18-Jun-15;5;Hess;18-Feb-17;4;Bonner;12-Mar-17;7;Blackburn;01-Apr-16;9;Huber;20-May-15;8;Huffman;30-Mar-17;9
39;The Perserverance;4;45;Salinas;03-Jun-16;9;Vaughan;17-Nov-15;4;Palmer;10-Dec-15;4;Joyner;14-Mar-17;5;Mcconnell;22-Sep-15;10;Shelton;15-Feb-16;4;Bruce;05-Nov-15;3;Madden;23-Jul-16;6;Knowles;26-Jan-16;1;Arnold;16-Jun-15;10;Clay;14-Apr-16;5;Osborn;14-Sep-16;4;Baker;09-Jul-16;4;Osborne;13-Feb-16;2;Joyner;06-May-16;9;Cruz;30-Oct-16;5
41;Travelodge;5;38;Collier;31-May-16;2;Lara;28-Aug-15;2;Daugherty;12-May-16;9;Sampson;19-Jan-17;5;Fuller;13-Mar-17;6;Ware;01-Jun-15;3;Thomas;03-Apr-17;2;Long;23-Feb-17;7;Daugherty;06-Jul-16;1;Obrien;26-Oct-16;8;Cantrell;20-Dec-16;10;Stephenson;07-Dec-16;8;King;09-Feb-17;9;Mccormick;05-Jun-15;10;Mann;21-Oct-16;2;Herring;01-Sep-16;2
42;Faith Wok Chinese Food;2;70;English;18-Jul-16;3;Clements;20-May-15;5;Thompson;24-May-15;5;Buck;25-Jan-16;9;Mercer;18-Mar-17;9;Mckay;25-Sep-16;4;Young;07-May-16;6;Kent;11-Aug-15;1;Crosby;07-Apr-16;6;Crane;18-Oct-16;4;Mcfarland;18-Oct-16;7;Graves;09-Mar-16;4;Ford;15-Apr-15;4;Andrews;01-Nov-16;4;Solis;18-Aug-16;6;Buckner;21-Feb-16;5
43;The Exchange Building;5;97;Vincent;02-Mar-16;4;Edwards;30-Apr-15;9;Mcneil;17-Nov-16;7;Gates;03-Jun-16;1;Cleveland;20-Jul-16;6;Barnes;19-Feb-17;6;Mullins;03-Jan-16;4;Hickman;08-Oct-16;5;Lowery;03-Dec-16;6;Wiley;02-Jan-16;10;Barlow;17-Jan-17;2;Dotson;14-Aug-15;10;Blevins;02-Nov-16;9;Crosby;17-Jun-16;7;Rose;13-Aug-15;8;Garrett;03-Aug-15;6
44;George Hudson Tower;5;63;Gallagher;15-Aug-16;5;Cote;10-Feb-16;1;Perez;15-Feb-17;2;Ramirez;19-Nov-15;10;Mullins;13-Apr-15;7;Hodges;17-Sep-15;2;Acevedo;30-Sep-15;7;Shaw;13-Jun-15;10;Schroeder;20-Nov-15;8;Howell;08-Oct-16;10;Kelly;08-Sep-16;1;Wilkinson;25-Aug-15;9;Robles;09-Apr-15;4;Robertson;28-Jun-16;9;Browning;23-Aug-16;7;Ferrell;28-Nov-16;1
46;Holiday Inn;1;60;Dodson;21-Jun-15;6;James;18-Apr-16;9;Randall;28-Oct-16;3;Herrera;10-Aug-15;10;Sutton;12-Aug-16;7;Merrill;02-Aug-15;7;Christensen;23-Oct-16;1;Gilmore;13-Nov-16;1;Stein;13-Jul-15;10;Reeves;19-Sep-15;5;Hobbs;06-May-16;1;Briggs;26-Mar-16;10;Barrett;11-Sep-15;4;Lester;11-Sep-15;3;Avery;16-Apr-16;3;House;06-Jun-15;7
47;Innkeeper's Lodge;3;30;Finley;30-Sep-16;1;Christian;14-Jan-16;10;Olsen;16-Dec-16;5;Burch;11-Oct-16;10;Moreno;09-Mar-17;4;Waller;28-Nov-15;7;Reed;02-Dec-15;3;Zamora;29-Sep-16;2;Brock;18-Apr-16;6;Castillo;15-Nov-16;5;Cox;07-Jan-16;8;Winters;14-Apr-15;6;Ingram;20-Jul-16;4;Cunningham;22-May-15;7;Hull;10-Mar-16;10;Stein;14-Feb-16;7
48;Fox Hotel;2;69;Peters;16-Jul-16;3;Wong;21-Apr-15;4;Ortega;31-Oct-15;6;Morton;24-Aug-16;7;Hood;16-Jun-16;6;Barrett;28-Nov-15;8;Arnold;13-Jun-15;4;Lott;22-Oct-16;4;George;04-Nov-16;6;Saunders;28-Feb-16;2;Salinas;06-Jun-16;2;Barton;07-Jun-16;2;Ewing;17-Feb-17;10;Wall;16-Dec-15;10;Byers;27-May-15;6;Hebert;08-Sep-16;2
50;Yotel;1;17;Bryant;08-Feb-16;1;Mcdonald;17-Nov-16;6;Hayes;30-Mar-16;7;Odonnell;01-Apr-17;10;Ward;07-Apr-15;8;Velazquez;13-Feb-16;1;Walls;25-Mar-16;1;Vang;12-Sep-16;7;Lewis;06-Jun-16;6;Ratliff;01-Dec-15;3;Cline;15-May-15;8;Berry;09-Aug-15;6;Ballard;13-Jan-16;7;Pennington;06-Jan-16;1;Jones;28-Nov-16;3;Delgado;21-Apr-16;6
51;Travelodge;1;69;Riggs;29-Aug-15;6;Petty;23-Aug-16;6;Marquez;08-Feb-17;5;Smith;18-Jan-16;3;Beasley;22-Jun-16;10;Osborn;13-Nov-16;1;Griffith;09-Nov-15;7;Spencer;13-Sep-15;4;Sheppard;27-Nov-16;6;England;11-Aug-15;7;Rosa;16-Jun-15;1;Perkins;16-Sep-16;4;Mcconnell;19-Aug-16;3;Lancaster;15-Apr-16;1;Lindsey;12-Jun-16;3;Ware;09-May-15;8
52;Novotel;2;61;Strickland;30-Jan-16;8;Villarreal;21-Jan-17;7;Burnett;05-Mar-17;2;Hicks;03-Jan-16;2;Tucker;17-May-16;10;Kane;27-Aug-16;9;Davidson;13-Sep-15;9;Shields;12-Jan-16;7;Nichols;22-Jan-16;3;Cline;24-Aug-16;1;Schwartz;28-Apr-15;6;Armstrong;29-Oct-15;1;Hayes;08-Sep-16;8;Campbell;21-Aug-16;4;Kerr;12-Mar-16;5;Serrano;07-Dec-16;3
54;Premier Inn;3;10;Sargent;09-May-16;5;Carney;22-Jun-16;8;Keller;11-Dec-16;9;Bray;12-Sep-16;7;Sloan;20-Jul-16;1;Hoffman;10-Feb-17;8;Burton;25-Jul-16;1;Mayo;18-May-16;6;Hicks;26-May-16;9;Savage;20-Feb-16;4;Fulton;04-Jan-16;7;Bradford;09-Mar-16;2;Montoya;26-Jun-16;4;Ortiz;26-Aug-15;10;Allison;21-Nov-16;8;Bernard;30-Jun-16;2
55;Park Inn Hotel and Conference Center;2;46;French;19-Jun-16;7;Holcomb;24-Sep-15;7;Guerra;18-Apr-15;8;Hoffman;19-Jun-15;3;Tanner;30-Aug-15;5;Carrillo;08-Apr-15;8;Coffey;17-Apr-16;2;Morrison;22-Feb-16;2;Cunningham;08-Oct-15;5;Guzman;30-Jan-17;4;Osborn;23-Apr-15;3;Wallace;20-Mar-16;2;Bradshaw;08-Aug-15;7;Hayes;07-Aug-16;5;Shannon;17-Dec-15;10;Wiggins;19-Aug-16;4
56;Double Tree Hotel;1;40;Levy;13-Apr-16;1;Fernandez;04-Jun-15;8;Gates;03-Sep-16;8;Mann;02-Nov-16;7;Ward;20-Feb-17;8;Decker;04-Nov-15;8;Morin;31-Mar-17;7;Day;13-May-16;5;Clemons;14-Jun-15;3;Christian;24-Aug-15;2;Weeks;02-Oct-16;5;Holden;27-Sep-15;7;Flores;01-Nov-16;8;Maxwell;03-Jul-15;9;Mcguire;24-Apr-15;1;Porter;19-Jul-16;10
57;Custom House Hotel;3;29;Morales;20-Feb-16;2;Daniels;01-May-16;3;Vang;16-Apr-15;3;Shepard;10-Jan-17;5;Simmons;29-Aug-16;10;Avila;30-Sep-15;2;Whitney;07-Mar-16;10;Michael;07-May-15;7;Greene;31-May-16;8;Harrison;17-Dec-15;1;Dale;24-May-16;2;Cannon;22-Nov-15;4;Walters;18-Jan-17;5;Cunningham;03-Aug-16;4;Watkins;05-Sep-16;2;Parks;01-Sep-16;5
59;Courthouse DoubleTree by Hilton Hotel London - Regent Street;4;17;Porter;21-May-16;4;Everett;01-Dec-16;2;Sears;27-Oct-15;9;Horton;07-Nov-15;10;Rhodes;28-Nov-15;8;Robbins;09-May-16;1;Mullen;23-Feb-17;1;Mcmahon;20-Nov-15;9;York;03-Aug-15;3;Delaney;09-Dec-15;4;Gates;31-Oct-15;2;Adams;04-Aug-16;8;Cobb;13-Jun-15;9;Odonnell;21-Jun-15;3;Jarvis;12-Mar-16;9;Alston;27-May-16;3
60;Norwood Top Lock;5;24;William;08-Jul-15;7;Mejia;28-Aug-15;3;Mcbride;28-Feb-17;7;Cooke;02-Nov-15;5;Henry;07-Oct-16;6;Scott;25-Jun-16;7;Avery;25-Aug-16;1;Sykes;18-May-15;3;Jennings;24-Aug-15;6;Carpenter;04-Aug-16;3;Albert;12-Oct-15;10;Crosby;19-Aug-15;8;Gaines;13-Dec-15;1;White;14-Sep-16;3;Ross;28-Nov-16;3;Hernandez;26-Apr-16;1
61;The Victory;2;14;Huffman;15-Nov-16;7;Pena;08-Oct-16;2;Wilkinson;05-Sep-16;6;Shaw;14-Jul-16;6;Leblanc;21-Jan-17;4;Schwartz;17-Apr-15;10;Mckinney;28-Feb-16;10;Wiggins;26-Nov-16;2;Rojas;09-Sep-16;9;Daugherty;19-May-15;8;Hammond;20-Apr-15;4;Quinn;09-Jun-15;2;Long;07-Nov-16;7;Walls;16-Aug-16;3;Mccray;10-Jan-16;5;Mclaughlin;09-Oct-15;9
62;Days Inn;1;11;Castro;03-Sep-16;4;Wooten;27-Apr-16;8;Sellers;18-Aug-15;8;Wade;03-Jan-16;1;Lynn;14-Aug-15;9;Faulkner;08-May-15;2;Taylor;11-Jun-16;4;Trevino;11-Feb-16;10;Craft;06-Jul-15;3;Simon;17-Jun-15;6;Blake;07-Apr-15;7;Fletcher;03-Apr-17;10;Heath;07-May-15;3;Parsons;19-Feb-16;1;Ball;21-Jul-16;10;Booker;01-Apr-17;5
63;Acton's Lock, Regent's Canal;5;17;Reid;17-Jun-16;6;Martin;18-Dec-15;2;Sargent;20-Mar-17;9;Key;18-Aug-16;7;Pacheco;22-Oct-16;2;Hudson;23-Aug-16;7;Reynolds;15-Apr-15;9;Shepard;09-Feb-16;2;Talley;17-May-16;8;Farley;09-May-15;6;Cox;29-Jul-16;2;Burris;25-Mar-16;9;Simmons;26-Oct-16;4;Pacheco;02-Feb-16;5;Pierce;19-Sep-16;9;Short;22-Dec-15;4
64;Marriott;4;17;Sweet;04-Mar-16;4;Hardin;28-Aug-15;1;Brown;14-Apr-16;10;Moss;16-Nov-15;4;Acosta;24-Jan-16;10;Morris;06-Jul-15;10;Soto;22-Sep-16;10;Keith;10-Feb-16;1;Mcclure;08-Feb-16;6;Lowe;16-Dec-15;6;Blake;21-Mar-17;2;Wiggins;25-Mar-17;8;Rocha;25-Jul-16;10;Nielsen;29-Jun-15;10;Woods;15-May-15;3;Baker;06-Sep-15;6
65;No.8 Willesden;3;11;Guerra;02-Jul-16;2;Bernard;19-Aug-15;5;Vega;19-Dec-16;10;Oliver;10-Apr-16;8;Hoover;18-Nov-15;8;Mcgee;10-Jan-16;4;King;07-Jan-16;8;Winters;22-Dec-16;8;Mcbride;04-Apr-17;8;Farrell;19-Feb-16;3;Holt;09-Jul-15;10;Hood;26-Jan-16;9;Baxter;23-Oct-15;1;Bates;20-Jun-15;2;Logan;13-Dec-15;7;Mcfadden;19-Dec-16;10
